provider,bench_name,extracted_name,unit,bench_key,instance,avg,std,min,max
aws,sys-benchmark,memory: speed,MiB/s,3777450566969121058,a1.large - eu-central-1b,20969.942429099876,432.4643079695756,16120.176666666666,21439.343333333334
aws,sys-benchmark,memory: speed,MiB/s,3777450566969121058,a1.xlarge - eu-central-1b,36603.57509247842,817.1480533727614,30684.440000000002,40986.98
aws,sys-benchmark,memory: speed,MiB/s,3777450566969121058,m5.large - eu-central-1a,15614.770887792853,129.6598078146442,14115.086666666668,17325.329999999998
aws,sys-benchmark,memory: speed,MiB/s,3777450566969121058,m5.large - eu-central-1b,15610.346300863115,136.71201942352823,13418.936666666666,16025.326666666668
aws,sys-benchmark,memory: speed,MiB/s,3777450566969121058,m5.xlarge - eu-central-1b,29470.99681052197,509.4608967633184,27792.319999999996,34078.526666666665
aws,sys-benchmark,fileio: avg latency,ms,4144620852111997135,a1.large - eu-central-1a,0.1007398273736127,0.00211484180376146,0.09666666666666668,0.12
aws,sys-benchmark,fileio: avg latency,ms,4144620852111997135,a1.large - eu-central-1b,0.10397451705713084,0.006119514538388339,0.09000000000000001,0.13
aws,sys-benchmark,fileio: avg latency,ms,4144620852111997135,a1.xlarge - eu-central-1b,0.09454582819564424,0.006450927140312745,0.09000000000000001,0.12
aws,sys-benchmark,fileio: avg latency,ms,4144620852111997135,m5.large - eu-central-1a,0.0945170571311146,0.0043441243667758644,0.09000000000000001,0.11333333333333334
aws,sys-benchmark,fileio: avg latency,ms,4144620852111997135,m5.large - eu-central-1b,0.09998355939169755,0.007227424784530764,0.08,0.13
aws,sys-benchmark,fileio: avg latency,ms,4144620852111997135,m5.xlarge - eu-central-1b,0.10164406083025139,0.010051112653549677,0.08333333333333333,0.13333333333333333
aws,nench-benchmark,net speed - Leaseweb (NL),MiB/s,4148679417558014305,a1.large - eu-central-1a,139.23269420468574,21.092371669715686,53.589999999999996,164.03
aws,nench-benchmark,net speed - Leaseweb (NL),MiB/s,4148679417558014305,a1.large - eu-central-1b,147.61982304526745,23.297053735807182,50.19,171.84666666666666
aws,nench-benchmark,net speed - Leaseweb (NL),MiB/s,4148679417558014305,a1.xlarge - eu-central-1b,146.81118783394976,23.261928988683454,49.71333333333333,174.87
aws,nench-benchmark,net speed - Leaseweb (NL),MiB/s,4148679417558014305,m5.large - eu-central-1a,136.85260789149197,23.235304567654918,42.080000000000005,164.21333333333334
aws,nench-benchmark,net speed - Leaseweb (NL),MiB/s,4148679417558014305,m5.large - eu-central-1b,147.68081586518696,24.022377670111027,53.31,174.05000000000004
aws,nench-benchmark,net speed - Leaseweb (NL),MiB/s,4148679417558014305,m5.xlarge - eu-central-1b,146.7293341553638,24.6468761580518,5.18,173.22333333333336
aws,sys-benchmark,fileio: fileop - write,writes/s,4212058602531300039,a1.large - eu-central-1a,1735.8920961775577,42.573084611975084,1513.0333333333335,1821.0266666666666
aws,sys-benchmark,fileio: fileop - write,writes/s,4212058602531300039,a1.large - eu-central-1b,1675.1340156185772,81.94298025258303,1311.9333333333332,1934.3500000000001
aws,sys-benchmark,fileio: fileop - write,writes/s,4212058602531300039,a1.xlarge - eu-central-1b,1839.573777229758,107.02893079105922,1486.58,1991.9000000000003
aws,sys-benchmark,fileio: fileop - write,writes/s,4212058602531300039,m5.large - eu-central-1a,1843.6143732018074,59.095450883676705,1557.3033333333333,1955.1066666666666
aws,sys-benchmark,fileio: fileop - write,writes/s,4212058602531300039,m5.large - eu-central-1b,1765.073004521168,121.65214495264347,1316.3133333333333,2121.72
aws,sys-benchmark,fileio: fileop - write,writes/s,4212058602531300039,m5.xlarge - eu-central-1b,1736.623645704892,156.42407646543475,1295.3766666666666,2146.25
aws,sys-benchmark,fileio: fileop - fsync,fsyncs/s,4771958710408432858,a1.large - eu-central-1a,5553.713115495272,136.2386473535443,4840.133333333334,5825.900000000001
aws,sys-benchmark,fileio: fileop - fsync,fsyncs/s,4771958710408432858,a1.large - eu-central-1b,5359.326148787504,262.2278477222068,4197.2300000000005,6189.450000000001
aws,sys-benchmark,fileio: fileop - fsync,fsyncs/s,4771958710408432858,a1.xlarge - eu-central-1b,5885.517151664613,342.4764947252157,4755.900000000001,6373.123333333334
aws,sys-benchmark,fileio: fileop - fsync,fsyncs/s,4771958710408432858,m5.large - eu-central-1a,5900.577225647358,189.09564189742193,4984.8,6257.063333333333
aws,sys-benchmark,fileio: fileop - fsync,fsyncs/s,4771958710408432858,m5.large - eu-central-1b,5649.233645704899,389.2873230891993,4214.083333333333,6790.93
aws,sys-benchmark,fileio: fileop - fsync,fsyncs/s,4771958710408432858,m5.xlarge - eu-central-1b,5558.231331689269,500.55435772716135,4146.126666666666,6869.639999999999
aws,nench-benchmark,ioping: sequential read speed,MiB/s,4919489849959804405,m5.large - eu-central-1a,151.7930572723527,0.6294518614780951,146.5666666666667,153.63333333333333
aws,nench-benchmark,ioping: sequential read speed,MiB/s,4919489849959804405,m5.large - eu-central-1b,151.76934487021015,0.6911070517383278,145.26666666666668,153.86666666666665
aws,nench-benchmark,ioping: sequential read speed,MiB/s,4919489849959804405,m5.xlarge - eu-central-1b,151.51427688504327,1.558864182089409,130.20000000000002,157.93333333333334
aws,web-benchmark,requests per second,req/s,5408691031290118023,a1.large - eu-central-1a,11.896216605014375,0.09569552377858753,11.51,12.12
aws,web-benchmark,requests per second,req/s,5408691031290118023,a1.large - eu-central-1b,11.907748971193415,0.10676381071457439,10.786666666666667,12.146666666666667
aws,web-benchmark,requests per second,req/s,5408691031290118023,a1.xlarge - eu-central-1b,23.742433210028754,1.7393994354117805,14.446666666666667,24.576666666666668
aws,web-benchmark,requests per second,req/s,5408691031290118023,m5.large - eu-central-1a,17.120370370370374,0.1426555683448178,15.383333333333335,19.12666666666667
aws,web-benchmark,requests per second,req/s,5408691031290118023,m5.large - eu-central-1b,17.110933004521165,0.15109601696546207,14.606666666666667,17.57
aws,web-benchmark,requests per second,req/s,5408691031290118023,m5.xlarge - eu-central-1b,34.30220304151254,0.37241991711358813,32.15333333333333,38.32666666666666
aws,download,speed,MB/s,5975816240993232726,a1.large - eu-central-1a,103.32148766954379,9.864808993375078,71.55,127.13
aws,download,speed,MB/s,5975816240993232726,a1.large - eu-central-1b,104.75040987654329,9.536773348648216,74.96000000000001,128.28799999999998
aws,download,speed,MB/s,5975816240993232726,a1.xlarge - eu-central-1b,105.52368434032054,9.756456369900228,73.188,128.922
aws,download,speed,MB/s,5975816240993232726,m5.large - eu-central-1a,101.73891481481492,8.641770987972109,71.328,127.602
aws,download,speed,MB/s,5975816240993232726,m5.large - eu-central-1b,102.47582490752167,8.80803812989589,75.30199999999999,121.468
aws,download,speed,MB/s,5975816240993232726,m5.xlarge - eu-central-1b,102.25410275380175,8.962234038242503,71.86399999999999,123.672
aws,nench-benchmark,cpu - bzip2,seconds,6658594544571873344,a1.large - eu-central-1a,9.609315248664194,0.06780877616662809,9.388,10.041666666666666
aws,nench-benchmark,cpu - bzip2,seconds,6658594544571873344,a1.large - eu-central-1b,9.590744855967078,0.060965407065702665,9.378666666666666,9.903
aws,nench-benchmark,cpu - bzip2,seconds,6658594544571873344,a1.xlarge - eu-central-1b,9.660639950678183,0.3637068819711742,9.366666666666667,11.546333333333335
aws,nench-benchmark,cpu - bzip2,seconds,6658594544571873344,m5.large - eu-central-1a,5.131245376078924,0.19069234320601217,4.6066666666666665,10.123666666666667
aws,nench-benchmark,cpu - bzip2,seconds,6658594544571873344,m5.large - eu-central-1b,5.124821208384711,0.07216481448401249,4.931333333333334,6.000333333333334
aws,nench-benchmark,cpu - bzip2,seconds,6658594544571873344,m5.xlarge - eu-central-1b,4.8937523633374385,0.06162581078661223,4.414666666666666,5.213333333333334
aws,nench-benchmark,net speed - Cachefly CDN,MiB/s,6811357213987712061,a1.large - eu-central-1a,101.99712905877524,9.446645012074194,69.74333333333334,126.0
aws,nench-benchmark,net speed - Cachefly CDN,MiB/s,6811357213987712061,a1.large - eu-central-1b,102.98246502057602,9.403463169065915,65.49666666666667,147.27666666666667
aws,nench-benchmark,net speed - Cachefly CDN,MiB/s,6811357213987712061,a1.xlarge - eu-central-1b,103.46963419646522,9.680449631340748,58.96,125.45
aws,nench-benchmark,net speed - Cachefly CDN,MiB/s,6811357213987712061,m5.large - eu-central-1a,98.85423756679006,8.363730726428585,58.330000000000005,118.81
aws,nench-benchmark,net speed - Cachefly CDN,MiB/s,6811357213987712061,m5.large - eu-central-1b,99.13426017262634,8.682388779499107,59.580000000000005,127.10666666666667
aws,nench-benchmark,net speed - Cachefly CDN,MiB/s,6811357213987712061,m5.xlarge - eu-central-1b,99.22583641594744,8.576982424255739,63.19,118.14333333333333
aws,nench-benchmark,net speed - OVH BHS (CA),MiB/s,7769562852006264452,a1.large - eu-central-1a,13.283754623921086,1.4374377128286984,0.0033333333333333335,15.34
aws,nench-benchmark,net speed - OVH BHS (CA),MiB/s,7769562852006264452,a1.large - eu-central-1b,13.473294238683117,1.1244914255149252,5.3,15.656666666666666
aws,nench-benchmark,net speed - OVH BHS (CA),MiB/s,7769562852006264452,a1.xlarge - eu-central-1b,13.36729140978214,1.350621335000484,3.3433333333333333,15.343333333333334
